Year,State,County,HAI,Operative_Procedure,Facility_ID,Facility_Name,Hospital_Category_RiskAdjustment,Facility_Type,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,Met_2020_Goal,SIR_2015,Notes
2023,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,2,0,0.02,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,5,0,0.02,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,207,0,0.94,0,0,3.94,Same,Yes,0.78,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Laminectomy,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,338,1,1.41,0.71,0.04,3.49,Same,No,1.88,
2023,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,234,0,1.3,0,0,2.3,Same,Yes,0,
2023,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,39,0,0.04,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,151,0,0.27,0,0,13.71,Same,Yes,,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,59,0,0.96,0,0,3.83,Same,Yes,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,101,3,1.94,1.55,0.39,4.22,Same,No,0,
2023,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,347,1,1.56,0.64,0.03,3.17,Same,Yes,0.55,
2023,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,5,0,0.04,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000045,Grossmont Hospital,Acute Care Hospital,Major Teaching,150,0,0.5,0,0,7.45,Same,Yes,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),All procedures,80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,2054,30,13.32,2.25,1.55,3.18,Worse,No,,
2023,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,136,0,0.39,0,0,9.51,Same,Yes,2.24,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,3,0,0.02,,,,,,0.5,
2023,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,135,7,2.73,2.56,1.12,5.07,Worse,No,2.27,
2023,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,185,3,0.74,4.04,0.83,11.82,Same,No,2.02,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,295,1,0.71,1.4,0.04,7.81,Same,No,1.69,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,27,1,0.24,4.12,0.1,22.93,Same,No,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,386,5,2.58,1.94,0.71,4.3,Same,No,2.38,
2023,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,29,0,0.1,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,246,3,1.21,2.48,0.63,6.74,Same,No,0,
2023,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,484,6,3.06,1.96,0.79,4.08,Same,No,1.27,
2023,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,3,0,0.01,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,28,0,0.04,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,11,0,0.16,,,,,,2.37,
2023,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,69,4,1.26,3.18,1.01,7.66,Worse,No,0.36,
2023,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000144,Kaiser Foundation Hospital - Zion,Acute Care Hospital,Major Teaching,17,0,0.07,,,,,,0,
2023,California,San Diego,Surgical Site Infections (SSI),All procedures,80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",1064,6,5.76,1.04,0.42,2.17,Same,No,,
2023,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",69,1,0.19,,,,,,0,
2023,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",2,0,0.03,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Cesarean section,80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",68,0,0.05,,,,,,5.16,
2023,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",69,3,1.34,2.23,0.57,6.08,Same,No,0,
2023,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",65,1,0.35,2.83,0.07,15.78,Same,No,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",113,0,0.3,0,0,12.51,Same,Yes,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",69,0,0.39,0,0,9.46,Same,Yes,1.76,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",147,0,0.58,0,0,6.32,Same,Yes,5.05,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",46,1,0.18,,,,,,7.97,
2023,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",1,0,0,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",227,0,0.42,0,0,8.85,Same,Yes,1.48,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",67,0,0.3,0,0,12.26,Same,Yes,5.46,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",7,0,0,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",16,0,0.02,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",10,0,0.23,0,0,16.18,Same,Yes,,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",63,0,1.3,0,0,2.31,Same,Yes,0,
2023,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",1,0,0.01,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000147,Palomar Medical Center Poway,Acute Care Hospital,"Community, <125 Beds",24,0,0.06,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,2,0,0.01,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),All procedures,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,8459,47,51.25,0.92,0.68,1.21,Same,No,,
2023,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,292,0,1.93,0,0,1.55,Same,Yes,0,
2023,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,24,2,0.75,2.65,0.32,9.58,Same,No,1.29,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Cardiac surgery,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,401,0,1.97,0,0,1.52,Same,Yes,1.28,
2023,California,San Diego,Surgical Site Infections (SSI),Cesarean section,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,1301,3,2.18,1.38,0.35,3.75,Same,No,1.24,
2023,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,253,6,6.51,0.92,0.37,1.92,Same,No,1.07,
2023,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,426,2,4.03,0.5,0.08,1.64,Same,Yes,,
2023,California,San Diego,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,16,0,0.1,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,551,3,3.09,0.97,0.25,2.64,Same,No,0.69,
2023,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,445,2,2.04,0.98,0.16,3.24,Same,No,2.82,
2023,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,260,1,1.55,0.64,0.03,3.18,Same,Yes,2.68,
2023,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,294,4,2.31,1.73,0.55,4.18,Same,No,0,
2023,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,308,1,2.02,0.5,0.03,2.45,Same,Yes,1.4,
2023,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,17,0,0.13,,,,,,0,
2023,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,1,1,0,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,273,1,1.06,0.95,0.05,4.66,Same,No,0.96,
2023,California,San Diego,Surgical Site Infections (SSI),Laminectomy,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,371,2,1.05,1.9,0.32,6.27,Same,No,0,
2023,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,729,6,4.46,1.34,0.55,2.8,Same,No,0.45,
2023,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,228,0,0.16,,,,,,0,
2023,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,1069,0,1.78,0,0,1.68,Same,Yes,3.95,
2023,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,76,0,1.36,0,0,2.21,Same,Yes,3.33,
2023,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,470,9,9.52,0.95,0.46,1.74,Same,No,0.84,
2023,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,373,2,1.96,1.02,0.17,3.37,Same,No,2.78,
2023,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,23,1,0.17,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000149,Scripps Memorial Hospital - La Jolla,Acute Care Hospital,Major Teaching,256,1,1.1,0.91,0.05,4.5,Same,No,3.32,
2023,California,San Diego,Surgical Site Infections (SSI),All procedures,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,3005,23,15.14,1.52,0.99,2.24,Same,No,,
2023,California,San Diego,Surgical Site Infections (SSI),Appendix surgery,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,241,0,0.75,0,0,4.95,Same,Yes,2.73,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,4,0,0.03,,,,,,0,
2023,California,San Diego,Surgical Site Infections (SSI),Cesarean section,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,452,1,0.72,1.39,0.04,7.76,Same,No,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Colon surgery,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,121,1,2.7,0.37,0.02,1.82,Same,Yes,3.14,
2023,California,San Diego,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,222,0,1.39,0,0,2.15,Same,Yes,1.13,
2023,California,San Diego,Surgical Site Infections (SSI),Gallbladder surgery,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,284,0,0.85,0,0,4.36,Same,Yes,2.81,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Gastric surgery,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,19,0,0.21,0,0,17.91,Same,Yes,,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Hip prosthesis,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,291,1,1.74,0.58,0.03,2.83,Same,Yes,1.4,
2023,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, abdominal",80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,56,1,0.27,3.76,0.1,20.95,Same,No,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),"Hysterectomy, vaginal",80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,10,0,0.07,,,,,,0,
2023,California,San Diego,Surgical Site Infections (SSI),Kidney surgery,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,37,0,0.12,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Knee prosthesis,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,263,5,1.04,4.8,1.76,10.63,Worse,No,0,
2023,California,San Diego,Surgical Site Infections (SSI),Laminectomy,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,217,2,0.66,3.04,0.37,10.98,Same,No,5.98,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Open reduction of fracture,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,271,2,1.25,1.6,0.27,5.28,Same,No,1.29,
2023,California,San Diego,Surgical Site Infections (SSI),Ovarian surgery,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,32,0,0.03,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Pacemaker surgery,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,128,2,0.19,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Rectal surgery,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,32,0,0.52,0,0,7.09,Same,Yes,0,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Small bowel surgery,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,77,4,1.44,2.78,0.88,6.71,Same,No,2.3,
2023,California,San Diego,Surgical Site Infections (SSI),Spinal fusion,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,179,4,0.91,4.42,1.2,11.3,Worse,No,4.12,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),Spleen surgery,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,1,0,0,,,,,,,
2023,California,San Diego,Surgical Site Infections (SSI),Thoracic surgery,80000150,Scripps Memorial Hospital - Encinitas,Acute Care Hospital,Major Teaching,68,0,0.26,0,0,14.3,Same,Yes,,\ See Data Dictionary
2023,California,San Diego,Surgical Site Infections (SSI),All procedures,80000152,Tri-City Medical Center,Acute Care Hospital,"Community, >250 Beds",689,7,3.91,1.79,0.78,3.54,Same,No,,
